'/HIST+GATE/MTZSL/RADIAL_OP//IR-DECADE/DWR-ESO/', '/HIST+GATE/MTZSL/RADIAL_FRACT_FROM//IR-DECADE/DWR-ESO/', '/HIST+GATE/MTZSL/RADIAL_FRACT_TO//IR-DECADE/DWR-ESO/', '/HIST+GATE/MTZSL/FLASHBOARD_OP//IR-DECADE/DWR-ESO/', '/HIST+GATE/MTZSL/BOATLOCK_OP//IR-DECADE/DWR-ESO/'
radial_op,radial_up,radial_down,flashboard,boat_lock
