datetime,anh,cyg,hun,bdl,msl,cll,pct,flt,mrz,mal,pts,emm,jer,frp,bet,hol2,hll,orq2,holm,bac,ppt,bdt,dvi,sjr,uni,old,twa,oad,mtb,mdmzq,swe,sus,srh,god,sal
2006-11-24 21:00:00,3.03,8.88,6.03,7.34,6.11,4.88,11.86,11.60,16.71,6.80,4.90,1.06,0.97,0.47,0.34,0.28,0.23,0.19,0.28,0.21,0.13,0.36,0.36,0.39,0.33,0.48,0.37,0.19,0.19,0.15,0.09,0.09,0.09,8.91,0.16
2006-11-24 22:00:00,2.51,8.85,6.03,7.13,5.96,4.47,11.75,11.63,14.87,6.15,4.36,0.85,0.68,0.43,0.33,0.26,0.25,0.20,0.27,0.21,0.13,0.36,0.36,0.39,0.34,0.50,0.38,0.19,0.19,0.15,0.09,0.09,0.09,8.88,0.16
2006-11-24 23:00:00,2.03,8.80,6.03,7.16,6.45,3.70,10.21,11.61,13.53,5.35,3.58,0.66,0.58,0.41,0.32,0.25,0.24,0.20,0.25,0.21,0.13,0.36,0.36,0.39,0.34,0.53,0.40,0.19,0.20,0.14,0.09,0.09,0.09,8.82,0.14
2006-11-25 00:00:00,1.62,8.70,6.05,7.19,5.36,2.69,8.52,11.58,12.46,4.61,2.97,0.45,0.50,0.39,0.32,0.25,0.24,0.19,0.25,0.21,0.13,0.36,0.37,0.39,0.35,0.52,0.49,0.19,0.23,0.14,0.09,0.09,0.09,8.78,0.12
2006-11-25 01:00:00,1.31,8.62,6.07,7.14,5.17,1.96,7.39,11.51,11.41,3.85,2.61,0.32,0.45,0.37,0.31,0.25,0.23,0.18,0.24,0.21,0.13,0.37,0.37,0.39,0.35,0.52,0.51,0.24,0.27,0.16,0.09,0.09,0.09,8.73,0.10
2006-11-25 02:00:00,1.06,8.69,6.06,7.05,4.33,1.51,6.92,11.50,11.53,3.47,2.41,0.52,0.41,0.35,0.31,0.24,0.22,0.18,0.24,0.21,0.13,0.36,0.37,0.39,0.35,0.46,0.51,0.39,0.30,0.18,0.08,0.09,0.09,8.77,0.09
2006-11-25 03:00:00,0.99,8.87,6.02,7.07,3.35,1.42,6.91,11.09,12.90,3.53,2.50,0.31,0.38,0.33,0.31,0.24,0.22,0.18,0.24,0.21,0.13,0.36,0.37,0.39,0.35,0.41,0.47,0.40,0.32,0.19,0.08,0.09,0.09,8.81,0.08
2006-11-25 04:00:00,1.01,8.86,6.01,7.03,2.94,1.89,7.51,10.49,12.00,4.51,2.68,0.20,0.41,0.33,0.31,0.23,0.22,0.18,0.24,0.20,0.12,0.37,0.37,0.39,0.35,0.40,0.42,0.43,0.33,0.19,0.08,0.09,0.09,8.81,0.09
2006-11-25 05:00:00,1.32,9.16,5.97,7.24,3.58,2.65,9.24,10.63,12.61,4.75,3.42,0.22,0.40,0.34,0.31,0.24,0.22,0.18,0.24,0.20,0.13,0.37,0.37,0.39,0.35,0.39,0.40,0.43,0.34,0.19,0.08,0.09,0.09,8.85,0.10
2006-11-25 06:00:00,1.53,9.29,5.95,7.50,4.88,2.86,9.61,11.39,15.52,5.52,3.70,0.23,0.41,0.35,0.32,0.25,0.23,0.17,0.24,0.20,0.13,0.37,0.37,0.39,0.35,0.38,0.39,0.44,0.34,0.18,0.08,0.09,0.09,8.89,0.12
2006-11-25 07:00:00,1.71,9.35,5.93,7.63,5.26,3.33,10.79,11.17,17.60,5.59,4.08,0.27,0.47,0.37,0.32,0.25,0.23,0.18,0.25,0.19,0.13,0.37,0.37,0.39,0.35,0.38,0.39,0.44,0.33,0.17,0.08,0.09,0.09,8.97,0.14
2006-11-25 08:00:00,2.19,9.28,6.00,7.63,5.74,3.79,10.99,11.11,17.90,6.55,4.78,0.58,0.51,0.41,0.33,0.26,0.24,0.20,0.25,0.20,0.14,0.37,0.37,0.39,0.34,0.39,0.39,0.43,0.31,0.16,0.08,0.09,0.09,8.87,0.14
2006-11-25 09:00:00,2.41,9.09,6.12,7.46,6.08,3.82,11.18,10.53,15.56,6.98,4.25,0.72,0.64,0.43,0.33,0.27,0.25,0.20,0.26,0.21,0.13,0.37,0.37,0.39,0.35,0.42,0.38,0.44,0.29,0.16,0.08,0.09,0.09,8.81,0.14
2006-11-25 10:00:00,2.61,8.97,6.17,7.26,6.02,4.30,10.87,10.86,16.22,6.69,5.33,0.95,0.71,0.44,0.33,0.28,0.25,0.20,0.26,0.21,0.14,0.37,0.37,0.39,0.35,0.44,0.38,0.43,0.27,0.16,0.08,0.09,0.09,8.83,0.15
2006-11-25 11:00:00,2.58,8.94,6.16,7.13,5.94,4.34,10.50,10.87,14.77,6.24,4.99,0.66,0.65,0.43,0.33,0.29,0.25,0.21,0.26,0.21,0.13,0.37,0.37,0.39,0.35,0.45,0.38,0.38,0.24,0.15,0.08,0.09,0.09,8.83,0.14
2006-11-25 12:00:00,2.21,9.01,6.19,7.12,5.39,3.77,10.37,10.96,15.44,5.75,4.39,0.39,0.66,0.42,0.33,0.28,0.21,0.21,0.26,0.22,0.13,0.37,0.37,0.39,0.35,0.47,0.39,0.34,0.24,0.15,0.09,0.09,0.08,8.84,0.13
2006-11-25 13:00:00,1.98,9.25,6.20,7.34,4.96,3.39,10.26,11.08,14.90,5.63,4.67,0.36,0.59,0.41,0.33,0.24,0.24,0.21,0.26,0.22,0.13,0.37,0.37,0.39,0.35,0.50,0.38,0.28,0.25,0.16,0.09,0.09,0.08,8.91,0.13
2006-11-25 14:00:00,2.00,9.43,6.20,7.54,4.58,3.86,10.25,11.31,15.01,5.97,4.48,0.44,0.63,0.41,0.33,0.25,0.23,0.21,0.26,0.22,0.13,0.37,0.37,0.39,0.35,0.53,0.38,0.31,0.27,0.16,0.09,0.09,0.08,9.05,0.13
2006-11-25 15:00:00,2.45,9.48,6.16,7.62,4.96,4.69,11.17,11.54,16.11,6.80,4.71,0.47,0.69,0.44,0.33,0.27,0.24,0.21,0.26,0.22,0.13,0.37,0.37,0.39,0.35,0.54,0.40,0.34,0.28,0.15,0.09,0.09,0.08,9.31,0.14
2006-11-25 16:00:00,3.05,9.48,6.13,7.90,5.54,5.34,11.38,11.82,16.59,7.91,5.59,0.92,0.76,0.47,0.33,0.28,0.26,0.22,0.26,0.22,0.13,0.36,0.37,0.39,0.35,0.57,0.48,0.38,0.26,0.15,0.09,0.09,0.09,9.68,0.14
2006-11-25 17:00:00,3.52,9.49,6.10,8.00,5.98,5.80,12.79,11.27,19.32,8.17,5.98,1.37,0.90,0.50,0.34,0.30,0.28,0.21,0.27,0.21,0.13,0.37,0.37,0.39,0.34,0.57,0.49,0.34,0.23,0.15,0.09,0.09,0.09,9.77,0.14
2006-11-25 18:00:00,4.01,9.50,6.10,8.03,5.99,6.43,13.40,10.65,19.68,9.72,6.05,1.78,1.11,0.50,0.38,0.31,0.29,0.21,0.28,0.21,0.14,0.37,0.37,0.39,0.35,0.57,0.48,0.30,0.21,0.15,0.09,0.09,0.09,9.40,0.19
2006-11-25 19:00:00,4.06,9.49,6.10,7.82,6.12,6.55,13.45,9.60,18.11,7.70,7.16,2.28,1.40,0.51,0.41,0.32,0.30,0.20,0.29,0.21,0.14,0.37,0.37,0.39,0.35,0.56,0.44,0.23,0.20,0.15,0.09,0.09,0.09,9.08,0.24
2006-11-25 20:00:00,4.16,9.33,6.08,7.59,6.11,5.98,12.85,10.51,17.40,8.12,6.84,1.77,1.34,0.51,0.40,0.32,0.23,0.20,0.29,0.21,0.14,0.37,0.37,0.39,0.35,0.55,0.41,0.18,0.19,0.15,0.09,0.09,0.09,8.93,0.30
2006-11-25 21:00:00,3.53,9.06,6.04,7.40,6.03,4.50,12.97,11.47,17.19,7.70,5.40,1.02,1.21,0.49,0.37,0.29,0.26,0.19,0.28,0.22,0.14,0.36,0.37,0.39,0.36,0.53,0.38,0.19,0.19,0.15,0.09,0.09,0.09,8.84,0.20
2006-11-25 22:00:00,2.87,8.86,6.01,7.21,5.97,4.62,11.69,12.15,15.94,6.64,4.67,0.83,0.88,0.48,0.35,0.28,0.26,0.20,0.27,0.21,0.14,0.37,0.37,0.39,0.36,0.51,0.38,0.20,0.19,0.15,0.09,0.09,0.09,8.78,0.16
2006-11-25 23:00:00,2.29,8.80,5.92,7.02,5.79,3.88,11.30,12.21,14.46,5.79,4.12,0.74,0.66,0.44,0.34,0.26,0.25,0.20,0.26,0.21,0.14,0.37,0.37,0.39,0.36,0.53,0.38,0.20,0.19,0.15,0.09,0.09,0.09,8.75,0.14
2006-11-26 00:00:00,1.87,8.73,5.92,7.08,6.16,3.29,9.75,12.15,13.15,5.14,3.36,0.53,0.56,0.41,0.33,0.26,0.24,0.20,0.26,0.21,0.14,0.37,0.37,0.39,0.36,0.54,0.45,0.19,0.21,0.15,0.09,0.10,0.09,8.72,0.11
2006-11-26 01:00:00,1.50,8.66,5.93,7.02,5.18,2.36,8.09,12.03,11.53,4.18,2.83,0.37,0.48,0.39,0.33,0.25,0.24,0.19,0.26,0.21,0.13,0.37,0.37,0.39,0.36,0.52,0.52,0.23,0.23,0.15,0.09,0.09,0.09,8.66,0.10
2006-11-26 02:00:00,1.24,8.64,5.93,7.07,4.78,1.70,7.24,11.97,11.15,3.63,2.49,0.30,0.45,0.37,0.32,0.24,0.23,0.18,0.25,0.21,0.13,0.36,0.37,0.39,0.36,0.45,0.52,0.36,0.27,0.16,0.09,0.09,0.09,8.64,0.08
2006-11-26 03:00:00,1.04,8.72,5.93,7.04,3.82,1.38,6.77,11.89,11.31,3.27,2.44,0.49,0.42,0.35,0.32,0.24,0.23,0.18,0.25,0.21,0.13,0.36,0.37,0.39,0.36,0.40,0.46,0.41,0.30,0.18,0.09,0.09,0.09,8.70,0.09
2006-11-26 04:00:00,1.05,8.84,5.96,7.07,2.97,1.35,7.07,10.80,12.10,3.50,2.44,0.27,0.42,0.34,0.31,0.24,0.23,0.18,0.24,0.21,0.13,0.37,0.37,0.39,0.35,0.39,0.42,0.41,0.32,0.19,0.09,0.09,0.09,8.70,0.08
2006-11-26 05:00:00,1.00,8.91,5.98,7.03,3.04,1.68,7.68,11.10,12.30,4.38,2.93,0.24,0.41,0.34,0.32,0.24,0.22,0.18,0.24,0.21,0.13,0.37,0.37,0.38,0.35,0.39,0.39,0.41,0.33,0.20,0.09,0.09,0.09,8.75,0.09
2006-11-26 06:00:00,1.37,9.12,5.95,7.36,3.83,2.42,8.96,11.03,14.79,4.67,3.57,0.23,0.41,0.36,0.32,0.25,0.23,0.18,0.24,0.21,0.13,0.37,0.37,0.39,0.35,0.38,0.39,0.41,0.34,0.18,0.09,0.09,0.09,8.80,0.10
2006-11-26 07:00:00,1.56,9.27,5.94,7.54,4.76,2.77,9.94,11.87,15.78,5.81,3.77,0.26,0.43,0.37,0.32,0.25,0.24,0.18,0.25,0.21,0.13,0.37,0.37,0.39,0.34,0.38,0.38,0.40,0.33,0.18,0.09,0.09,0.09,8.85,0.13
2006-11-26 08:00:00,1.71,9.32,5.98,7.57,5.29,3.26,10.67,11.43,18.18,6.05,4.24,0.35,0.48,0.40,0.34,0.26,0.24,0.19,0.25,0.21,0.14,0.37,0.37,0.39,0.32,0.38,0.38,0.39,0.31,0.17,0.09,0.09,0.09,8.88,0.13
2006-11-26 09:00:00,2.20,9.33,6.00,7.60,5.93,3.73,11.71,11.23,18.64,6.95,4.95,0.60,0.54,0.43,0.33,0.26,0.25,0.20,0.26,0.21,0.14,0.37,0.37,0.39,0.34,0.39,0.37,0.39,0.30,0.16,0.09,0.09,0.09,8.87,0.14
2006-11-26 10:00:00,2.53,9.17,6.01,7.47,5.86,3.60,11.64,10.36,15.91,7.30,4.48,0.84,0.68,0.46,0.34,0.28,0.25,0.20,0.26,0.21,0.14,0.37,0.37,0.39,0.34,0.41,0.37,0.37,0.27,0.16,0.09,0.09,0.09,8.80,0.15
2006-11-26 11:00:00,2.71,9.01,6.02,7.32,5.82,4.18,11.68,10.88,16.87,6.99,5.67,0.93,0.78,0.47,0.34,0.29,0.26,0.21,0.27,0.22,0.14,0.37,0.37,0.39,0.34,0.43,0.37,0.37,0.26,0.16,0.09,0.09,0.09,8.75,0.16
2006-11-26 12:00:00,2.67,8.95,5.82,7.18,5.85,3.73,10.44,11.00,15.33,6.24,5.04,0.54,0.77,0.46,0.34,0.29,0.22,0.22,0.27,0.22,0.14,0.37,0.37,0.39,0.34,0.44,0.37,0.36,0.23,0.16,0.09,0.09,0.09,8.74,0.16
2006-11-26 13:00:00,2.28,8.99,5.81,7.20,5.49,3.03,10.83,10.76,16.24,5.77,4.54,0.38,0.71,0.44,0.34,0.28,0.24,0.21,0.26,0.21,0.14,0.37,0.37,0.39,0.34,0.44,0.37,0.31,0.23,0.16,0.09,0.09,0.08,8.74,0.14
2006-11-26 14:00:00,2.06,9.16,5.83,7.30,5.01,2.85,10.11,10.75,16.24,5.59,4.29,0.39,0.63,0.42,0.34,0.24,0.23,0.21,0.26,0.21,0.14,0.37,0.37,0.39,0.34,0.44,0.37,0.26,0.25,0.15,0.09,0.09,0.08,8.85,0.12
2006-11-26 15:00:00,2.19,9.29,5.81,7.57,4.23,2.94,11.06,10.96,15.92,5.95,4.61,0.57,0.67,0.43,0.34,0.24,0.23,0.21,0.26,0.22,0.14,0.37,0.37,0.39,0.34,0.47,0.37,0.28,0.26,0.15,0.09,0.09,0.08,9.08,0.11
2006-11-26 16:00:00,2.92,9.36,5.78,7.75,4.73,3.49,11.66,11.12,16.52,6.51,5.07,0.79,0.74,0.45,0.34,0.27,0.22,0.21,0.26,0.21,0.14,0.37,0.37,0.39,0.34,0.51,0.40,0.33,0.27,0.15,0.09,0.09,0.08,9.22,0.13
2006-11-26 17:00:00,2.91,9.38,5.79,7.93,5.37,3.70,12.01,11.11,18.45,6.86,5.72,1.13,0.78,0.48,0.34,0.28,0.26,0.21,0.25,0.22,0.14,0.37,0.37,0.39,0.34,0.52,0.45,0.36,0.26,0.15,0.09,0.09,0.09,9.42,0.15
2006-11-26 18:00:00,3.54,9.40,5.79,8.12,5.81,5.09,12.80,11.06,19.53,7.12,5.95,1.42,0.95,0.49,0.36,0.29,0.27,0.21,0.25,0.21,0.14,0.37,0.37,0.39,0.35,0.50,0.48,0.43,0.24,0.15,0.09,0.09,0.09,9.42,0.17
2006-11-26 19:00:00,3.68,9.42,5.78,7.99,5.88,5.70,12.95,10.27,19.15,8.32,5.91,1.57,1.16,0.50,0.38,0.30,0.28,0.20,0.26,0.21,0.14,0.37,0.37,0.40,0.35,0.50,0.48,0.40,0.21,0.15,0.09,0.09,0.09,9.23,0.17
2006-11-26 20:00:00,3.63,9.42,5.79,7.84,6.06,5.81,13.07,9.26,18.59,8.15,7.04,2.04,1.32,0.51,0.41,0.31,0.28,0.20,0.28,0.21,0.14,0.37,0.37,0.39,0.34,0.51,0.47,0.33,0.20,0.15,0.09,0.09,0.09,9.04,0.22
2006-11-26 21:00:00,4.12,9.28,5.79,7.68,6.02,5.02,13.03,10.00,18.65,7.31,6.95,1.42,1.33,0.51,0.43,0.29,0.21,0.21,0.28,0.21,0.15,0.37,0.37,0.39,0.35,0.51,0.43,0.20,0.19,0.15,0.09,0.09,0.09,8.85,0.22
2006-11-26 22:00:00,3.84,9.01,5.78,7.48,5.96,3.75,11.94,11.01,16.48,6.89,5.67,1.08,1.22,0.49,0.40,0.28,0.24,0.20,0.27,0.21,0.15,0.37,0.37,0.39,0.34,0.51,0.38,0.19,0.19,0.16,0.09,0.09,0.09,8.75,0.15
2006-11-26 23:00:00,2.86,8.81,5.76,7.18,5.86,3.90,10.92,11.80,15.65,6.08,5.05,0.89,0.86,0.48,0.38,0.26,0.24,0.20,0.26,0.21,0.14,0.37,0.37,0.39,0.34,0.49,0.38,0.19,0.19,0.15,0.09,0.09,0.09,8.69,0.14
2006-11-27 00:00:00,2.37,8.75,5.74,7.03,5.40,3.81,10.82,11.85,14.88,5.67,4.29,0.77,0.66,0.44,0.36,0.25,0.24,0.20,0.25,0.21,0.14,0.37,0.37,0.39,0.34,0.49,0.38,0.19,0.19,0.15,0.09,0.10,0.09,8.68,0.12
2006-11-27 01:00:00,1.97,8.68,5.72,7.03,4.93,2.91,9.39,11.78,13.04,4.65,3.57,0.63,0.57,0.42,0.35,0.25,0.24,0.19,0.26,0.21,0.14,0.37,0.37,0.39,0.35,0.53,0.43,0.19,0.21,0.15,0.09,0.10,0.09,8.65,0.10
2006-11-27 02:00:00,1.51,8.61,5.72,7.05,4.13,2.29,8.12,11.67,11.22,4.25,2.94,0.43,0.49,0.40,0.34,0.24,0.23,0.18,0.25,0.21,0.14,0.37,0.37,0.39,0.35,0.49,0.50,0.27,0.25,0.15,0.09,0.09,0.09,8.58,0.09
2006-11-27 03:00:00,1.26,8.61,5.73,7.07,4.05,1.68,7.32,11.63,11.07,3.64,2.65,0.32,0.44,0.38,0.33,0.24,0.23,0.18,0.26,0.21,0.14,0.37,0.37,0.39,0.34,0.43,0.49,0.38,0.28,0.16,0.09,0.09,0.09,8.59,0.08
2006-11-27 04:00:00,1.10,8.70,5.75,7.08,3.63,1.51,7.61,11.36,11.46,3.44,2.55,0.32,0.41,0.37,0.33,0.24,0.22,0.18,0.25,0.21,0.14,0.37,0.38,0.39,0.35,0.40,0.44,0.43,0.31,0.18,0.09,0.09,0.10,8.62,0.08
2006-11-27 05:00:00,1.07,8.80,5.78,7.03,2.93,1.74,7.52,10.51,11.21,4.42,2.73,0.20,0.46,0.35,0.32,0.24,0.22,0.18,0.25,0.21,0.14,0.37,0.37,0.39,0.35,0.39,0.40,0.46,0.33,0.19,0.09,0.09,0.10,8.67,0.08
2006-11-27 06:00:00,1.22,9.01,5.81,7.20,3.28,2.55,8.86,10.25,12.17,4.71,3.33,0.25,0.42,0.37,0.33,0.23,0.22,0.18,0.25,0.21,0.14,0.38,0.37,0.39,0.35,0.39,0.39,0.46,0.33,0.19,0.08,0.09,0.10,8.68,0.09
2006-11-27 07:00:00,1.61,9.21,5.78,7.41,4.11,2.93,9.51,10.59,13.95,5.57,3.82,0.25,0.44,0.39,0.33,0.25,0.23,0.18,0.25,0.21,0.14,0.38,0.38,0.39,0.35,0.39,0.38,0.47,0.34,0.18,0.09,0.09,0.09,8.70,0.11
2006-11-27 08:00:00,1.79,9.28,5.78,7.56,4.14,3.28,10.44,10.99,17.35,7.03,4.20,0.29,0.48,0.41,0.33,0.25,0.23,0.18,0.25,0.21,0.14,0.37,0.38,0.39,0.35,0.38,0.38,0.48,0.33,0.18,0.09,0.09,0.09,8.75,0.13
2006-11-27 09:00:00,2.29,9.36,5.96,7.71,4.77,3.68,10.76,10.47,17.59,7.36,4.90,0.58,0.53,0.44,0.34,0.26,0.24,0.21,0.26,0.22,0.15,0.38,0.38,0.39,0.35,0.38,0.38,0.49,0.31,0.16,0.09,0.09,0.09,8.81,0.13
2006-11-27 10:00:00,2.66,8.99,6.04,7.71,5.42,4.36,12.10,10.87,18.62,7.36,5.70,0.91,0.70,0.48,0.35,0.26,0.25,0.21,0.27,0.22,0.15,0.38,0.38,0.39,0.35,0.38,0.38,0.49,0.29,0.16,0.09,0.09,0.09,8.78,0.14
2006-11-27 11:00:00,3.07,8.78,6.04,7.59,5.71,4.59,12.11,10.29,16.79,7.72,5.22,1.02,0.87,0.50,0.35,0.29,0.26,0.21,0.27,0.22,0.15,0.38,0.38,0.39,0.35,0.38,0.38,0.49,0.26,0.16,0.09,0.09,0.09,8.72,0.15
2006-11-27 12:00:00,2.98,8.54,5.89,7.44,5.72,4.83,11.44,10.83,15.69,7.43,6.23,1.05,0.89,0.50,0.37,0.31,0.28,0.22,0.27,0.22,0.15,0.37,0.38,0.39,0.35,0.39,0.38,0.45,0.23,0.16,0.09,0.09,0.09,9.18,0.15
2006-11-27 13:00:00,2.95,8.47,6.04,7.26,5.60,4.53,10.19,11.85,16.09,7.00,5.40,0.75,0.77,0.50,0.36,0.31,0.23,0.22,0.28,0.22,0.15,0.37,0.38,0.39,0.36,0.39,0.38,0.40,0.21,0.16,0.09,0.09,0.09,9.17,0.16
2006-11-27 14:00:00,2.63,8.45,6.05,7.14,4.96,3.77,10.50,11.73,15.06,6.16,4.53,0.40,0.73,0.48,0.35,0.29,0.26,0.22,0.27,0.22,0.15,0.37,0.38,0.39,0.36,0.39,0.38,0.28,0.21,0.16,0.09,0.09,0.09,9.15,0.16
2006-11-27 15:00:00,2.37,8.58,6.06,7.23,4.39,3.57,10.08,11.79,15.54,5.73,4.06,0.34,0.63,0.45,0.35,0.26,0.24,0.22,0.27,0.22,0.14,0.37,0.38,0.39,0.36,0.39,0.38,0.23,0.23,0.17,0.09,0.09,0.09,9.15,0.14
2006-11-27 16:00:00,2.28,8.84,6.04,7.42,4.66,3.33,9.94,12.00,15.47,5.44,3.95,0.31,0.55,0.43,0.34,0.27,0.23,0.19,0.26,0.22,0.14,0.37,0.38,0.39,0.36,0.50,0.38,0.24,0.24,0.17,0.09,0.09,0.09,9.30,0.12
2006-11-27 17:00:00,2.04,8.99,6.01,7.51,4.63,3.32,10.42,12.05,15.87,5.63,4.01,0.38,0.57,0.44,0.35,0.26,0.23,0.19,0.26,0.22,0.14,0.38,0.37,0.38,0.36,0.47,0.38,0.33,0.27,0.17,0.09,0.09,0.09,9.42,0.12
2006-11-27 18:00:00,2.61,9.04,5.98,7.60,4.45,4.24,10.27,12.13,18.26,6.52,4.32,0.51,0.60,0.46,0.35,0.25,0.25,0.21,0.25,0.22,0.14,0.38,0.37,0.38,0.36,0.52,0.46,0.40,0.28,0.16,0.09,0.09,0.09,9.86,0.15
2006-11-27 19:00:00,2.80,9.02,5.96,7.77,4.91,4.66,11.00,11.82,18.18,6.77,5.22,0.77,0.66,0.49,0.35,0.29,0.26,0.22,0.27,0.22,0.15,0.38,0.37,0.39,0.35,0.51,0.47,0.45,0.26,0.15,0.09,0.10,0.09,9.94,0.16
2006-11-27 20:00:00,3.25,8.99,5.96,7.74,5.48,4.63,12.22,11.19,17.31,7.17,5.51,1.09,0.80,0.51,0.37,0.30,0.28,0.22,0.27,0.22,0.14,0.37,0.37,0.39,0.35,0.50,0.48,0.44,0.24,0.15,0.09,0.10,0.09,9.43,0.18
2006-11-27 21:00:00,3.18,8.83,5.97,7.64,5.75,4.88,12.17,10.32,16.16,7.48,5.35,1.18,1.02,0.52,0.39,0.31,0.29,0.24,0.27,0.21,0.15,0.38,0.37,0.38,0.35,0.50,0.49,0.43,0.22,0.15,0.09,0.10,0.09,9.27,0.18
2006-11-27 22:00:00,3.44,8.57,5.97,7.49,5.70,4.56,11.29,11.17,15.81,7.18,6.04,1.17,1.01,0.52,0.39,0.32,0.30,0.24,0.27,0.21,0.16,0.38,0.37,0.39,0.35,0.50,0.48,0.32,0.20,0.15,0.09,0.10,0.09,9.12,0.20
2006-11-27 23:00:00,3.17,8.51,5.95,7.29,5.60,3.78,10.95,11.99,14.96,6.94,4.84,0.68,0.96,0.50,0.38,0.31,0.28,0.24,0.27,0.21,0.15,0.37,0.37,0.38,0.36,0.51,0.45,0.20,0.19,0.16,0.10,0.10,0.09,9.07,0.18
2006-11-28 00:00:00,2.46,8.25,5.94,7.13,5.14,3.78,10.38,12.14,14.25,5.75,4.02,0.46,0.68,0.48,0.36,0.28,0.24,0.24,0.27,0.21,0.15,0.37,0.37,0.38,0.36,0.51,0.40,0.20,0.19,0.15,0.10,0.10,0.09,9.05,0.16
2006-11-28 01:00:00,1.92,8.24,5.94,7.08,4.72,3.20,9.89,12.10,13.01,4.91,3.53,0.30,0.56,0.45,0.35,0.26,0.26,0.21,0.26,0.21,0.14,0.38,0.37,0.38,0.36,0.51,0.42,0.21,0.20,0.15,0.09,0.10,0.09,9.01,0.11
2006-11-28 02:00:00,1.53,8.16,5.94,7.08,4.83,2.44,8.52,12.02,12.16,4.41,2.93,0.31,0.50,0.42,0.35,0.26,0.25,0.21,0.26,0.21,0.15,0.38,0.37,0.38,0.36,0.53,0.48,0.21,0.23,0.15,0.09,0.10,0.09,8.88,0.10
2006-11-28 03:00:00,1.29,8.06,5.94,7.07,4.41,1.79,7.43,11.97,10.84,3.64,2.47,0.29,0.46,0.40,0.34,0.25,0.23,0.20,0.25,0.21,0.14,0.37,0.37,0.38,0.36,0.45,0.51,0.38,0.27,0.15,0.09,0.10,0.09,8.80,0.10
2006-11-28 04:00:00,1.10,8.16,5.93,7.03,3.96,1.33,6.86,11.56,11.02,3.15,2.24,0.27,0.43,0.39,0.34,0.24,0.23,0.20,0.25,0.21,0.14,0.37,0.37,0.38,0.36,0.40,0.46,0.45,0.30,0.15,0.09,0.09,0.09,8.94,0.09
2006-11-28 05:00:00,1.04,8.30,5.95,7.04,3.19,1.23,6.91,9.99,11.95,3.18,2.35,0.27,0.39,0.36,0.34,0.24,0.23,0.19,0.25,0.21,0.14,0.37,0.37,0.38,0.36,0.39,0.41,0.46,0.32,0.17,0.09,0.09,0.09,9.01,0.08
2006-11-28 06:00:00,0.98,8.34,5.98,7.08,2.76,1.67,7.31,9.72,11.65,4.23,2.50,0.24,0.44,0.37,0.34,0.24,0.23,0.18,0.25,0.21,0.14,0.38,0.37,0.38,0.36,0.40,0.39,0.47,0.33,0.18,0.09,0.09,0.09,8.95,0.09
2006-11-28 07:00:00,1.28,8.75,5.97,7.26,3.40,2.37,8.42,9.73,12.25,4.46,3.33,0.24,0.42,0.38,0.34,0.24,0.23,0.19,0.25,0.21,0.14,0.38,0.37,0.38,0.35,0.39,0.39,0.45,0.34,0.19,0.09,0.09,0.09,8.94,0.10
2006-11-28 08:00:00,1.54,8.88,5.99,7.43,4.11,2.80,9.49,10.03,14.81,5.80,3.70,0.24,0.45,0.40,0.34,0.25,0.23,0.19,0.25,0.21,0.14,0.38,0.38,0.38,0.35,0.39,0.38,0.45,0.34,0.17,0.09,0.09,0.09,8.97,0.12
2006-11-28 09:00:00,1.72,8.95,6.01,7.63,4.59,3.18,10.53,10.20,16.77,7.11,4.14,0.26,0.50,0.43,0.35,0.26,0.24,0.20,0.26,0.21,0.15,0.38,0.37,0.38,0.35,0.39,0.38,0.46,0.32,0.16,0.09,0.09,0.09,9.05,0.13
2006-11-28 10:00:00,2.18,8.94,6.04,7.62,4.69,3.73,10.37,11.05,18.64,7.04,4.97,0.46,0.56,0.47,0.36,0.28,0.26,0.23,0.26,0.22,0.16,0.38,0.38,0.37,0.35,0.39,0.38,0.46,0.30,0.16,0.09,0.09,0.08,9.07,0.14
2006-11-28 11:00:00,2.48,8.84,6.05,7.58,5.06,4.30,11.49,10.28,15.70,6.86,5.46,0.69,0.67,0.50,0.36,0.30,0.28,0.23,0.27,0.22,0.16,0.38,0.37,0.38,0.35,0.39,0.38,0.46,0.28,0.16,0.09,0.09,0.08,9.00,0.14
2006-11-28 12:00:00,2.71,8.55,6.07,7.45,5.35,4.15,11.05,10.31,16.23,7.01,5.32,0.88,0.88,0.51,0.36,0.32,0.29,0.23,0.28,0.22,0.15,0.38,0.37,0.38,0.35,0.41,0.38,0.46,0.25,0.16,0.09,0.09,0.08,8.99,0.15
2006-11-28 13:00:00,2.79,8.35,6.08,7.28,5.30,4.42,9.94,11.16,15.76,6.88,5.22,0.57,0.79,0.51,0.36,0.32,0.25,0.24,0.29,0.22,0.14,0.38,0.37,0.38,0.35,0.40,0.38,0.43,0.22,0.15,0.09,0.09,0.08,9.02,0.15
2006-11-28 14:00:00,2.42,8.30,6.01,7.17,4.92,3.62,10.08,11.60,14.49,6.23,4.23,0.39,0.76,0.50,0.36,0.32,0.28,0.24,0.28,0.22,0.15,0.37,0.37,0.38,0.35,0.40,0.38,0.34,0.20,0.16,0.09,0.09,0.08,9.04,0.14
