   Ordinate,   Date / Time,RSAC128 POS DWR-DMS-DSM2
---------------------------------------------------
Units, ,UNSPECIF
Type, ,INST-VAL
699,18 Nov 13, 09:53,0.0000
700,22 Nov 13, 12:46,2.0000
701,25 Nov 13, 10:05,0.0000
702,27 Nov 13, 10:21,2.0000
703,01 Dec 13, 11:20,0.0000
704,01 Feb 14, 10:19,2.0000
705,10 Feb 14, 09:58,0.0000
706,23 May 14, 10:17,2.0000
707,27 May 14, 10:55,0.0000
708,06 Jun 14, 10:20,2.0000
709,09 Jun 14, 10:55,0.0000
710,13 Jun 14, 09:58,2.0000
711,28 Oct 14, 09:56,0.0000
712,30 Oct 14, 10:00,2.0000
713,02 Nov 14, 10:01,0.0000
714,07 Nov 14, 09:55,2.0000
715,01 Dec 14, 09:55,0.0000
716,14 May 15, 10:15,2.0000
717,18 May 15, 09:52,0.0000
718,22 May 15, 09:48,2.0000
719,26 May 15, 09:50,0.0000
720,29 May 15, 09:15,2.0000
721,01 Jun 15, 10:04,0.0000
722,05 Jun 15, 10:00,2.0000
723,08 Jun 15, 10:00,0.0000
724,13 Jun 15, 09:00,2.0000
725,15 Jun 15, 09:54,0.0000
726,16 Jun 15, 09:58,2.0000
727,23 Jun 15, 10:05,0.0000
728,26 Jun 15, 12:15,2.0000
729,20 Jul 15, 10:51,0.0000
730,24 Jul 15, 12:32,2.0000
731,04 Aug 15, 09:40,0.0000
732,07 Aug 15, 13:00,2.0000
733,11 Aug 15, 09:50,0.0000
734,14 Aug 15, 12:20,2.0000
735,29 Oct 15, 12:45,0.0000
736,30 Oct 15, 11:45,2.0000
737,12 Nov 15, 10:00,0.0000
738,13 Nov 15, 09:50,2.0000
739,18 Nov 15, 10:13,0.0000
740,20 Nov 15, 10:01,2.0000
741,01 Dec 15, 13:00,0.0000
742,04 Dec 15, 15:05,2.0000
743,15 Dec 15, 10:45,0.0000
744,27 May 16, 22:10,2.0000
745,31 May 16, 13:15,0.0000
746,03 Jun 16, 09:00,2.0000
747,06 Jun 16, 13:20,0.0000
748,10 Jun 16, 09:08,2.0000
749,13 Jun 16, 13:00,0.0000
750,18 Jun 16, 08:15,2.0000
751,06 Nov 16, 10:10,0.0000
752,09 Nov 16, 10:46,2.0000
753,12 Nov 16, 09:50,0.0000
754,15 Nov 16, 10:03,2.0000
755,25 Nov 16, 09:51,0.0000
756,29 Nov 16, 13:50,2.0000
757,01 Dec 16, 09:20,0.0000
758,23 Jun 17, 10:05,2.0000
759,18 Sep 17, 10:50,0.0000
760,22 Sep 17, 11:05,2.0000
761,25 Sep 17, 11:07,0.0000
762,29 Sep 17, 10:35,2.0000
763,02 Oct 17, 10:50,0.0000
764,06 Oct 17, 10:35,2.0000
765,09 Oct 17, 10:50,0.0000
766,13 Oct 17, 10:50,2.0000
767,16 Oct 17, 10:54,0.0000
768,20 Oct 17, 10:45,2.0000
769,23 Oct 17, 10:47,0.0000
770,27 Oct 17, 10:40,2.0000
771,30 Oct 17, 10:48,0.0000
772,03 Nov 17, 10:05,2.0000
773,06 Nov 17, 10:10,0.0000
774,10 Nov 17, 09:50,2.0000
775,13 Nov 17, 10:30,0.0000
776,17 Nov 17, 10:00,2.0000
777,24 Nov 17, 10:59,0.0000
778,25 May 18, 09:45,2.0000
779,29 May 18, 10:50,0.0000
780,01 Jun 18, 09:35,2.0000
781,04 Jun 18, 10:50,0.0000
782,08 Jun 18, 10:15,2.0000
783,11 Jun 18, 11:00,0.0000
784,15 Jun 18, 10:01,2.0000
785,05 Nov 18, 10:49,0.0000
786,09 Nov 18, 09:55,2.0000
787,13 Nov 18, 10:50,0.0000
788,16 Nov 18, 10:11,2.0000
789,19 Nov 18, 10:51,0.0000
790,21 Nov 18, 10:02,2.0000
791,30 Nov 18, 10:02,0.0000
792,21 Jun 19, 09:45,2.0000
793,23 Oct 19, 09:45,0.0000
794,26 Oct 19, 10:05,2.0000
795,01 Dec 19, 00:01,0.0000
796,22 May 20, 09:53,2.0000
797,26 May 20, 10:00,0.0000
798,30 May 20, 10:00,2.0000
799,01 Jun 20, 10:00,0.0000
800,06 Jun 20, 10:00,2.0000
801,08 Jun 20, 10:50,0.0000
802,12 Jun 20, 09:50,2.0000
803,13 Oct 20, 17:00,0.0000
804,17 Oct 20, 09:40,2.0000
805,20 Oct 20, 16:50,0.0000
806,24 Oct 20, 09:41,2.0000
807,28 Oct 20, 16:50,0.0000
808,31 Oct 20, 08:10,2.0000
809,02 Nov 20, 10:52,0.0000
810,06 Nov 20, 09:37,2.0000
811,09 Nov 20, 10:37,0.0000
812,13 Nov 20, 09:45,2.0000
813,16 Nov 20, 10:20,0.0000
814,25 Nov 20, 09:55,2.0000
815,01 Dec 20, 10:15,0.0000
816,05 May 21, 11:28,2.0000
817,05 May 21, 11:55,0.0000
818,05 May 21, 12:29,2.0000
819,05 May 21, 12:55,0.0000
820,05 May 21, 13:20,2.0000
821,05 May 21, 13:45,0.0000
822,04 Jun 21, 10:33,2.0000
823,07 Jun 21, 09:38,0.0000
824,16 Jun 21, 09:27,2.0000
825,29 Jun 21, 09:55,0.0000
826,02 Jul 21, 09:25,2.0000
827,30 Aug 21, 11:55,0.0000
828,30 Aug 21, 13:00,2.0000
829,07 Sep 21, 10:09,0.0000
830,10 Sep 21, 09:09,2.0000
831,13 Sep 21, 09:33,0.0000
832,17 Sep 21, 09:33,2.0000
833,20 Sep 21, 01:06,0.0000
834,24 Sep 21, 09:47,2.0000
835,27 Sep 21, 09:52,0.0000
836,30 Sep 21, 10:40,2.0000
837,04 Oct 21, 09:57,0.0000
838,08 Oct 21, 09:50,2.0000
839,10 Oct 21, 09:55,0.0000
840,15 Oct 21, 09:46,2.0000
841,18 Oct 21, 10:10,0.0000
842,22 Oct 21, 09:55,2.0000
843,25 Oct 21, 10:48,0.0000
844,05 Nov 21, 11:32,2.0000
845,13 Nov 21, 09:51,0.0000
846,19 Nov 21, 10:15,2.0000
847,23 Nov 21, 10:00,0.0000
848,26 Nov 21, 10:04,2.0000
849,30 Nov 21, 10:52,0.0000
850,05 May 22, 24:00,2.0000
