   Ordinate,   Date / Time,RSAC155 FLOW DWR-DMS-202112
------------------------------------------------------
Units, ,CFS
Type, ,PER-AVER
782,20 Nov 91, 24:00,6700
783,21 Nov 91, 24:00,6780
784,22 Nov 91, 24:00,6740
785,23 Nov 91, 24:00,6950
786,24 Nov 91, 24:00,6790
787,25 Nov 91, 24:00,6960
788,26 Nov 91, 24:00,7330
789,27 Nov 91, 24:00,7710
790,28 Nov 91, 24:00,7670
791,29 Nov 91, 24:00,7600
792,30 Nov 91, 24:00,7510
793,01 Dec 91, 24:00,7270
794,02 Dec 91, 24:00,7360
795,03 Dec 91, 24:00,7340
796,04 Dec 91, 24:00,7080
797,05 Dec 91, 24:00,7250
798,06 Dec 91, 24:00,7010
799,07 Dec 91, 24:00,7820
800,08 Dec 91, 24:00,7760
801,09 Dec 91, 24:00,7790
802,10 Dec 91, 24:00,7380
803,11 Dec 91, 24:00,7880
804,12 Dec 91, 24:00,8090
805,13 Dec 91, 24:00,8660
806,14 Dec 91, 24:00,9130
807,15 Dec 91, 24:00,9340
808,16 Dec 91, 24:00,9130
809,17 Dec 91, 24:00,8900
810,18 Dec 91, 24:00,9250
811,19 Dec 91, 24:00,11100
812,20 Dec 91, 24:00,10800
813,21 Dec 91, 24:00,11100
814,22 Dec 91, 24:00,11200
815,23 Dec 91, 24:00,11100
816,24 Dec 91, 24:00,11000
817,25 Dec 91, 24:00,10700
818,26 Dec 91, 24:00,10400
819,27 Dec 91, 24:00,10200
820,28 Dec 91, 24:00,10300
821,29 Dec 91, 24:00,10900
822,30 Dec 91, 24:00,11100
823,31 Dec 91, 24:00,12700
824,01 Jan 92, 24:00,14400
825,02 Jan 92, 24:00,12600
826,03 Jan 92, 24:00,10100
827,04 Jan 92, 24:00,9100
828,05 Jan 92, 24:00,9950
829,06 Jan 92, 24:00,10600
830,07 Jan 92, 24:00,13800
831,08 Jan 92, 24:00,16100
832,09 Jan 92, 24:00,17400
833,10 Jan 92, 24:00,17400
834,11 Jan 92, 24:00,14800
835,12 Jan 92, 24:00,12500
836,13 Jan 92, 24:00,11100
837,14 Jan 92, 24:00,10100
838,15 Jan 92, 24:00,9660
839,16 Jan 92, 24:00,9060
840,17 Jan 92, 24:00,8850
841,18 Jan 92, 24:00,8930
842,19 Jan 92, 24:00,9060
843,20 Jan 92, 24:00,8810
844,21 Jan 92, 24:00,8550
845,22 Jan 92, 24:00,8730
846,23 Jan 92, 24:00,8540
847,24 Jan 92, 24:00,8370
848,25 Jan 92, 24:00,8060
849,26 Jan 92, 24:00,8230
850,27 Jan 92, 24:00,8250
851,28 Jan 92, 24:00,7850
852,29 Jan 92, 24:00,7740
853,30 Jan 92, 24:00,7650
854,31 Jan 92, 24:00,7380
855,01 Feb 92, 24:00,7830
856,02 Feb 92, 24:00,8150
857,03 Feb 92, 24:00,8160
858,04 Feb 92, 24:00,8800
859,05 Feb 92, 24:00,8480
860,06 Feb 92, 24:00,7910
861,07 Feb 92, 24:00,7860
862,08 Feb 92, 24:00,7990
863,09 Feb 92, 24:00,7500
864,10 Feb 92, 24:00,8010
865,11 Feb 92, 24:00,9690
866,12 Feb 92, 24:00,16000
867,13 Feb 92, 24:00,31800
868,14 Feb 92, 24:00,38500
869,15 Feb 92, 24:00,43700
870,16 Feb 92, 24:00,47000
871,17 Feb 92, 24:00,46800
872,18 Feb 92, 24:00,43800
873,19 Feb 92, 24:00,39200
874,20 Feb 92, 24:00,38000
875,21 Feb 92, 24:00,41500
876,22 Feb 92, 24:00,43800
877,23 Feb 92, 24:00,44200
878,24 Feb 92, 24:00,41800
879,25 Feb 92, 24:00,37300
880,26 Feb 92, 24:00,32900
881,27 Feb 92, 24:00,29300
882,28 Feb 92, 24:00,26500
883,29 Feb 92, 24:00,23500
884,01 Mar 92, 24:00,20700
885,02 Mar 92, 24:00,18200
886,03 Mar 92, 24:00,16400
887,04 Mar 92, 24:00,15400
888,05 Mar 92, 24:00,14600
889,06 Mar 92, 24:00,16600
890,07 Mar 92, 24:00,21300
891,08 Mar 92, 24:00,26700
892,09 Mar 92, 24:00,27200
893,10 Mar 92, 24:00,23800
894,11 Mar 92, 24:00,20600
895,12 Mar 92, 24:00,18400
896,13 Mar 92, 24:00,16400
897,14 Mar 92, 24:00,15800
898,15 Mar 92, 24:00,15400
899,16 Mar 92, 24:00,16000
900,17 Mar 92, 24:00,22800
901,18 Mar 92, 24:00,30800
902,19 Mar 92, 24:00,32900
903,20 Mar 92, 24:00,32800
904,21 Mar 92, 24:00,29300
905,22 Mar 92, 24:00,25500
906,23 Mar 92, 24:00,22600
907,24 Mar 92, 24:00,20100
908,25 Mar 92, 24:00,18800
909,26 Mar 92, 24:00,17900
910,27 Mar 92, 24:00,16600
911,28 Mar 92, 24:00,15700
912,29 Mar 92, 24:00,14700
913,30 Mar 92, 24:00,13700
914,31 Mar 92, 24:00,12700
915,01 Apr 92, 24:00,11900
916,02 Apr 92, 24:00,11500
917,03 Apr 92, 24:00,11100
918,04 Apr 92, 24:00,11000
919,05 Apr 92, 24:00,10800
920,06 Apr 92, 24:00,10500
921,07 Apr 92, 24:00,9930
922,08 Apr 92, 24:00,9650
923,09 Apr 92, 24:00,9530
924,10 Apr 92, 24:00,9440
925,11 Apr 92, 24:00,9030
926,12 Apr 92, 24:00,9530
927,13 Apr 92, 24:00,10400
928,14 Apr 92, 24:00,10300
929,15 Apr 92, 24:00,11700
930,16 Apr 92, 24:00,12100
931,17 Apr 92, 24:00,11100
932,18 Apr 92, 24:00,10700
933,19 Apr 92, 24:00,9970
934,20 Apr 92, 24:00,10800
935,21 Apr 92, 24:00,10700
936,22 Apr 92, 24:00,10200
937,23 Apr 92, 24:00,9240
938,24 Apr 92, 24:00,8290
939,25 Apr 92, 24:00,7430
940,26 Apr 92, 24:00,6600
941,27 Apr 92, 24:00,6020
942,28 Apr 92, 24:00,5250
943,29 Apr 92, 24:00,4400
944,30 Apr 92, 24:00,4340
945,01 May 92, 24:00,4760
946,02 May 92, 24:00,4640
947,03 May 92, 24:00,4750
948,04 May 92, 24:00,4850
949,05 May 92, 24:00,4960
950,06 May 92, 24:00,5030
951,07 May 92, 24:00,5440
952,08 May 92, 24:00,5440
953,09 May 92, 24:00,5950
954,10 May 92, 24:00,5980
955,11 May 92, 24:00,6380
956,12 May 92, 24:00,6240
957,13 May 92, 24:00,6060
958,14 May 92, 24:00,5920
959,15 May 92, 24:00,6230
960,16 May 92, 24:00,6320
961,17 May 92, 24:00,6480
962,18 May 92, 24:00,6680
963,19 May 92, 24:00,6510
964,20 May 92, 24:00,6960
965,21 May 92, 24:00,7050
966,22 May 92, 24:00,7550
967,23 May 92, 24:00,7220
968,24 May 92, 24:00,6710
969,25 May 92, 24:00,7390
970,26 May 92, 24:00,7450
971,27 May 92, 24:00,7670
972,28 May 92, 24:00,7130
973,29 May 92, 24:00,8010
974,30 May 92, 24:00,8310
975,31 May 92, 24:00,8760
976,01 Jun 92, 24:00,8970
977,02 Jun 92, 24:00,9050
978,03 Jun 92, 24:00,8960
979,04 Jun 92, 24:00,9050
980,05 Jun 92, 24:00,8650
981,06 Jun 92, 24:00,9950
982,07 Jun 92, 24:00,10500
983,08 Jun 92, 24:00,10700
984,09 Jun 92, 24:00,10100
985,10 Jun 92, 24:00,8870
986,11 Jun 92, 24:00,7650
987,12 Jun 92, 24:00,8020
988,13 Jun 92, 24:00,7420
989,14 Jun 92, 24:00,7800
990,15 Jun 92, 24:00,8320
991,16 Jun 92, 24:00,8210
992,17 Jun 92, 24:00,8360
993,18 Jun 92, 24:00,8530
994,19 Jun 92, 24:00,8610
995,20 Jun 92, 24:00,8240
996,21 Jun 92, 24:00,7490
997,22 Jun 92, 24:00,7910
998,23 Jun 92, 24:00,7680
999,24 Jun 92, 24:00,7380
1000,25 Jun 92, 24:00,7370
1001,26 Jun 92, 24:00,8140
1002,27 Jun 92, 24:00,8180
1003,28 Jun 92, 24:00,8140
1004,29 Jun 92, 24:00,8320
1005,30 Jun 92, 24:00,8730
1006,01 Jul 92, 24:00,9170
1007,02 Jul 92, 24:00,9380
1008,03 Jul 92, 24:00,8990
1009,04 Jul 92, 24:00,8690
1010,05 Jul 92, 24:00,8770
1011,06 Jul 92, 24:00,8790
1012,07 Jul 92, 24:00,8170
1013,08 Jul 92, 24:00,7510
1014,09 Jul 92, 24:00,7150
1015,10 Jul 92, 24:00,7030
1016,11 Jul 92, 24:00,7320
1017,12 Jul 92, 24:00,8330
1018,13 Jul 92, 24:00,8400
1019,14 Jul 92, 24:00,8570
1020,15 Jul 92, 24:00,8410
1021,16 Jul 92, 24:00,8250
1022,17 Jul 92, 24:00,7490
1023,18 Jul 92, 24:00,7790
1024,19 Jul 92, 24:00,7390
1025,20 Jul 92, 24:00,7830
1026,21 Jul 92, 24:00,7700
1027,22 Jul 92, 24:00,7920
1028,23 Jul 92, 24:00,7880
1029,24 Jul 92, 24:00,8200
1030,25 Jul 92, 24:00,8970
1031,26 Jul 92, 24:00,9230
1032,27 Jul 92, 24:00,9180
1033,28 Jul 92, 24:00,8910
1034,29 Jul 92, 24:00,8840
1035,30 Jul 92, 24:00,8180
1036,31 Jul 92, 24:00,9130
1037,01 Aug 92, 24:00,9000
1038,02 Aug 92, 24:00,8430
1039,03 Aug 92, 24:00,8360
1040,04 Aug 92, 24:00,8160
1041,05 Aug 92, 24:00,7830
1042,06 Aug 92, 24:00,7720
1043,07 Aug 92, 24:00,7230
1044,08 Aug 92, 24:00,7980
1045,09 Aug 92, 24:00,8320
1046,10 Aug 92, 24:00,8350
1047,11 Aug 92, 24:00,8000
1048,12 Aug 92, 24:00,7960
1049,13 Aug 92, 24:00,8330
1050,14 Aug 92, 24:00,8550
1051,15 Aug 92, 24:00,8760
1052,16 Aug 92, 24:00,8810
1053,17 Aug 92, 24:00,9100
1054,18 Aug 92, 24:00,8860
1055,19 Aug 92, 24:00,8570
1056,20 Aug 92, 24:00,8450
1057,21 Aug 92, 24:00,8600
1058,22 Aug 92, 24:00,9680
1059,23 Aug 92, 24:00,9630
1060,24 Aug 92, 24:00,9590
1061,25 Aug 92, 24:00,9320
1062,26 Aug 92, 24:00,9360
1063,27 Aug 92, 24:00,9060
1064,28 Aug 92, 24:00,8930
1065,29 Aug 92, 24:00,9290
1066,30 Aug 92, 24:00,9820
1067,31 Aug 92, 24:00,10200
1068,01 Sep 92, 24:00,10300
1069,02 Sep 92, 24:00,10700
1070,03 Sep 92, 24:00,10900
1071,04 Sep 92, 24:00,11000
1072,05 Sep 92, 24:00,10700
1073,06 Sep 92, 24:00,10400
1074,07 Sep 92, 24:00,9910
1075,08 Sep 92, 24:00,9820
1076,09 Sep 92, 24:00,9590
1077,10 Sep 92, 24:00,9780
1078,11 Sep 92, 24:00,10300
1079,12 Sep 92, 24:00,10400
1080,13 Sep 92, 24:00,9940
1081,14 Sep 92, 24:00,9350
1082,15 Sep 92, 24:00,10200
1083,16 Sep 92, 24:00,9890
1084,17 Sep 92, 24:00,10200
1085,18 Sep 92, 24:00,9950
1086,19 Sep 92, 24:00,10000
1087,20 Sep 92, 24:00,10300
1088,21 Sep 92, 24:00,10300
1089,22 Sep 92, 24:00,9750
1090,23 Sep 92, 24:00,9590
1091,24 Sep 92, 24:00,9160
1092,25 Sep 92, 24:00,8950
1093,26 Sep 92, 24:00,8840
1094,27 Sep 92, 24:00,8760
1095,28 Sep 92, 24:00,8770
1096,29 Sep 92, 24:00,8150
1097,30 Sep 92, 24:00,8550
1098,01 Oct 92, 24:00,8810
1099,02 Oct 92, 24:00,9260
1100,03 Oct 92, 24:00,9230
1101,04 Oct 92, 24:00,9240
1102,05 Oct 92, 24:00,8910
1103,06 Oct 92, 24:00,8370
1104,07 Oct 92, 24:00,7750
1105,08 Oct 92, 24:00,7330
1106,09 Oct 92, 24:00,7060
1107,10 Oct 92, 24:00,6980
1108,11 Oct 92, 24:00,6620
1109,12 Oct 92, 24:00,6000
1110,13 Oct 92, 24:00,5570
1111,14 Oct 92, 24:00,5340
1112,15 Oct 92, 24:00,5680
1113,16 Oct 92, 24:00,5340
1114,17 Oct 92, 24:00,5290
1115,18 Oct 92, 24:00,5310
1116,19 Oct 92, 24:00,6210
1117,20 Oct 92, 24:00,6020
1118,21 Oct 92, 24:00,5670
1119,22 Oct 92, 24:00,5640
1120,23 Oct 92, 24:00,5460
1121,24 Oct 92, 24:00,5230
1122,25 Oct 92, 24:00,5100
1123,26 Oct 92, 24:00,5720
1124,27 Oct 92, 24:00,5140
1125,28 Oct 92, 24:00,5570
1126,29 Oct 92, 24:00,6210
1127,30 Oct 92, 24:00,8180
1128,31 Oct 92, 24:00,7760
1129,01 Nov 92, 24:00,8170
1130,02 Nov 92, 24:00,8970
1131,03 Nov 92, 24:00,8210
1132,04 Nov 92, 24:00,7720
1133,05 Nov 92, 24:00,7180
1134,06 Nov 92, 24:00,6920
1135,07 Nov 92, 24:00,6360
1136,08 Nov 92, 24:00,6120
1137,09 Nov 92, 24:00,5920
1138,10 Nov 92, 24:00,5870
1139,11 Nov 92, 24:00,5790
1140,12 Nov 92, 24:00,5670
1141,13 Nov 92, 24:00,5750
1142,14 Nov 92, 24:00,5830
1143,15 Nov 92, 24:00,5880
1144,16 Nov 92, 24:00,6120
1145,17 Nov 92, 24:00,6550
1146,18 Nov 92, 24:00,6290
1147,19 Nov 92, 24:00,6180
1148,20 Nov 92, 24:00,6050
1149,21 Nov 92, 24:00,5560
1150,22 Nov 92, 24:00,5530
1151,23 Nov 92, 24:00,5660
1152,24 Nov 92, 24:00,5890
1153,25 Nov 92, 24:00,5880
1154,26 Nov 92, 24:00,6070
1155,27 Nov 92, 24:00,5950
1156,28 Nov 92, 24:00,6330
1157,29 Nov 92, 24:00,6460
1158,30 Nov 92, 24:00,6520
1159,01 Dec 92, 24:00,6250
1160,02 Dec 92, 24:00,6310
1161,03 Dec 92, 24:00,7210
1162,04 Dec 92, 24:00,6420
1163,05 Dec 92, 24:00,6650
1164,06 Dec 92, 24:00,6290
1165,07 Dec 92, 24:00,7690
1166,08 Dec 92, 24:00,7550
1167,09 Dec 92, 24:00,11200
1168,10 Dec 92, 24:00,14300
1169,11 Dec 92, 24:00,23100
1170,12 Dec 92, 24:00,29500
1171,13 Dec 92, 24:00,31500
1172,14 Dec 92, 24:00,26900
1173,15 Dec 92, 24:00,21300
1174,16 Dec 92, 24:00,17500
1175,17 Dec 92, 24:00,14600
1176,18 Dec 92, 24:00,13500
1177,19 Dec 92, 24:00,11700
1178,20 Dec 92, 24:00,9970
1179,21 Dec 92, 24:00,9030
1180,22 Dec 92, 24:00,8450
1181,23 Dec 92, 24:00,8530
1182,24 Dec 92, 24:00,8330
1183,25 Dec 92, 24:00,8320
1184,26 Dec 92, 24:00,7990
1185,27 Dec 92, 24:00,7700
1186,28 Dec 92, 24:00,7860
1187,29 Dec 92, 24:00,10800
1188,30 Dec 92, 24:00,14500
1189,31 Dec 92, 24:00,14700
1190,01 Jan 93, 24:00,14400
1191,02 Jan 93, 24:00,22100
1192,03 Jan 93, 24:00,34600
1193,04 Jan 93, 24:00,34500
1194,05 Jan 93, 24:00,29100
1195,06 Jan 93, 24:00,23500
1196,07 Jan 93, 24:00,25800
1197,08 Jan 93, 24:00,29600
1198,09 Jan 93, 24:00,38000
1199,10 Jan 93, 24:00,39500
1200,11 Jan 93, 24:00,36800
1201,12 Jan 93, 24:00,34100
1202,13 Jan 93, 24:00,34500
1203,14 Jan 93, 24:00,42100
1204,15 Jan 93, 24:00,46700
1205,16 Jan 93, 24:00,51700
1206,17 Jan 93, 24:00,58200
1207,18 Jan 93, 24:00,63400
1208,19 Jan 93, 24:00,60900
1209,20 Jan 93, 24:00,58900
1210,21 Jan 93, 24:00,68000
1211,22 Jan 93, 24:00,76800
1212,23 Jan 93, 24:00,80000
1213,24 Jan 93, 24:00,79200
1214,25 Jan 93, 24:00,77400
1215,26 Jan 93, 24:00,71700
1216,27 Jan 93, 24:00,67800
1217,28 Jan 93, 24:00,62100
1218,29 Jan 93, 24:00,51600
1219,30 Jan 93, 24:00,42600
1220,31 Jan 93, 24:00,40500
1221,01 Feb 93, 24:00,37100
1222,02 Feb 93, 24:00,35200
1223,03 Feb 93, 24:00,31400
1224,04 Feb 93, 24:00,28700
1225,05 Feb 93, 24:00,27100
1226,06 Feb 93, 24:00,26100
1227,07 Feb 93, 24:00,25300
1228,08 Feb 93, 24:00,26600
1229,09 Feb 93, 24:00,31900
1230,10 Feb 93, 24:00,43600
1231,11 Feb 93, 24:00,49200
1232,12 Feb 93, 24:00,52000
1233,13 Feb 93, 24:00,52800
1234,14 Feb 93, 24:00,52800
1235,15 Feb 93, 24:00,48800
1236,16 Feb 93, 24:00,44500
1237,17 Feb 93, 24:00,43900
1238,18 Feb 93, 24:00,43500
1239,19 Feb 93, 24:00,48200
1240,20 Feb 93, 24:00,58700
1241,21 Feb 93, 24:00,67500
1242,22 Feb 93, 24:00,70700
1243,23 Feb 93, 24:00,73800
1244,24 Feb 93, 24:00,75400
1245,25 Feb 93, 24:00,73400
1246,26 Feb 93, 24:00,68400
1247,27 Feb 93, 24:00,64400
1248,28 Feb 93, 24:00,59700
1249,01 Mar 93, 24:00,52800
1250,02 Mar 93, 24:00,45100
1251,03 Mar 93, 24:00,39300
1252,04 Mar 93, 24:00,35700
1253,05 Mar 93, 24:00,33400
1254,06 Mar 93, 24:00,31300
1255,07 Mar 93, 24:00,29600
1256,08 Mar 93, 24:00,29500
1257,09 Mar 93, 24:00,28300
1258,10 Mar 93, 24:00,26300
1259,11 Mar 93, 24:00,25300
1260,12 Mar 93, 24:00,26800
1261,13 Mar 93, 24:00,26500
1262,14 Mar 93, 24:00,26300
1263,15 Mar 93, 24:00,26300
1264,16 Mar 93, 24:00,26900
1265,17 Mar 93, 24:00,27200
1266,18 Mar 93, 24:00,35300
1267,19 Mar 93, 24:00,52100
1268,20 Mar 93, 24:00,61100
1269,21 Mar 93, 24:00,67700
1270,22 Mar 93, 24:00,70800
1271,23 Mar 93, 24:00,73900
1272,24 Mar 93, 24:00,78100
1273,25 Mar 93, 24:00,80600
1274,26 Mar 93, 24:00,79400
1275,27 Mar 93, 24:00,80600
1276,28 Mar 93, 24:00,82300
1277,29 Mar 93, 24:00,79600
1278,30 Mar 93, 24:00,76900
1279,31 Mar 93, 24:00,74500
1280,01 Apr 93, 24:00,74200
1281,02 Apr 93, 24:00,73300
1282,03 Apr 93, 24:00,72100
1283,04 Apr 93, 24:00,69600
1284,05 Apr 93, 24:00,67200
1285,06 Apr 93, 24:00,64700
1286,07 Apr 93, 24:00,62300
1287,08 Apr 93, 24:00,58800
1288,09 Apr 93, 24:00,55000
1289,10 Apr 93, 24:00,51200
1290,11 Apr 93, 24:00,46600
1291,12 Apr 93, 24:00,43600
1292,13 Apr 93, 24:00,41100
1293,14 Apr 93, 24:00,38500
1294,15 Apr 93, 24:00,36000
1295,16 Apr 93, 24:00,33500
1296,17 Apr 93, 24:00,30900
1297,18 Apr 93, 24:00,28400
1298,19 Apr 93, 24:00,30200
1299,20 Apr 93, 24:00,32600
1300,21 Apr 93, 24:00,33600
1301,22 Apr 93, 24:00,31700
1302,23 Apr 93, 24:00,31000
1303,24 Apr 93, 24:00,30600
1304,25 Apr 93, 24:00,28500
1305,26 Apr 93, 24:00,28000
1306,27 Apr 93, 24:00,26700
1307,28 Apr 93, 24:00,25500
1308,29 Apr 93, 24:00,26300
1309,30 Apr 93, 24:00,24700
1310,01 May 93, 24:00,27400
1311,02 May 93, 24:00,26800
1312,03 May 93, 24:00,24100
1313,04 May 93, 24:00,23200
1314,05 May 93, 24:00,24500
1315,06 May 93, 24:00,25200
1316,07 May 93, 24:00,25300
1317,08 May 93, 24:00,26600
1318,09 May 93, 24:00,24300
1319,10 May 93, 24:00,25000
1320,11 May 93, 24:00,23000
1321,12 May 93, 24:00,25500
1322,13 May 93, 24:00,25900
1323,14 May 93, 24:00,24300
1324,15 May 93, 24:00,24300
1325,16 May 93, 24:00,22400
1326,17 May 93, 24:00,19300
1327,18 May 93, 24:00,21900
1328,19 May 93, 24:00,20000
1329,20 May 93, 24:00,21100
1330,21 May 93, 24:00,19800
1331,22 May 93, 24:00,20000
1332,23 May 93, 24:00,21800
1333,24 May 93, 24:00,23900
1334,25 May 93, 24:00,27000
1335,26 May 93, 24:00,28000
1336,27 May 93, 24:00,30700
1337,28 May 93, 24:00,32800
1338,29 May 93, 24:00,31200
1339,30 May 93, 24:00,29700
1340,31 May 93, 24:00,28600
1341,01 Jun 93, 24:00,28600
1342,02 Jun 93, 24:00,28200
1343,03 Jun 93, 24:00,41000
1344,04 Jun 93, 24:00,42800
1345,05 Jun 93, 24:00,43400
1346,06 Jun 93, 24:00,44400
1347,07 Jun 93, 24:00,47300
1348,08 Jun 93, 24:00,48800
1349,09 Jun 93, 24:00,48100
1350,10 Jun 93, 24:00,45900
1351,11 Jun 93, 24:00,41300
1352,12 Jun 93, 24:00,37300
1353,13 Jun 93, 24:00,34000
1354,14 Jun 93, 24:00,30900
1355,15 Jun 93, 24:00,29200
1356,16 Jun 93, 24:00,27900
1357,17 Jun 93, 24:00,25900
1358,18 Jun 93, 24:00,24400
1359,19 Jun 93, 24:00,23400
1360,20 Jun 93, 24:00,22700
1361,21 Jun 93, 24:00,22200
1362,22 Jun 93, 24:00,22500
1363,23 Jun 93, 24:00,21500
1364,24 Jun 93, 24:00,19900
1365,25 Jun 93, 24:00,19700
1366,26 Jun 93, 24:00,18600
1367,27 Jun 93, 24:00,18100
1368,28 Jun 93, 24:00,18300
1369,29 Jun 93, 24:00,19200
1370,30 Jun 93, 24:00,18700
1371,01 Jul 93, 24:00,18600
1372,02 Jul 93, 24:00,18500
1373,03 Jul 93, 24:00,16800
1374,04 Jul 93, 24:00,16700
1375,05 Jul 93, 24:00,17900
1376,06 Jul 93, 24:00,21000
1377,07 Jul 93, 24:00,21600
1378,08 Jul 93, 24:00,22100
1379,09 Jul 93, 24:00,22000
1380,10 Jul 93, 24:00,20000
1381,11 Jul 93, 24:00,20000
1382,12 Jul 93, 24:00,19900
1383,13 Jul 93, 24:00,19800
1384,14 Jul 93, 24:00,19600
1385,15 Jul 93, 24:00,19500
1386,16 Jul 93, 24:00,19300
1387,17 Jul 93, 24:00,19100
1388,18 Jul 93, 24:00,19000
1389,19 Jul 93, 24:00,19000
1390,20 Jul 93, 24:00,19300
1391,21 Jul 93, 24:00,19100
1392,22 Jul 93, 24:00,18300
1393,23 Jul 93, 24:00,19600
1394,24 Jul 93, 24:00,20100
1395,25 Jul 93, 24:00,20500
1396,26 Jul 93, 24:00,20500
1397,27 Jul 93, 24:00,20800
1398,28 Jul 93, 24:00,21000
1399,29 Jul 93, 24:00,21500
1400,30 Jul 93, 24:00,22000
1401,31 Jul 93, 24:00,22600
1402,01 Aug 93, 24:00,23300
1403,02 Aug 93, 24:00,24400
1404,03 Aug 93, 24:00,25500
1405,04 Aug 93, 24:00,25200
1406,05 Aug 93, 24:00,24500
1407,06 Aug 93, 24:00,23500
1408,07 Aug 93, 24:00,22800
1409,08 Aug 93, 24:00,22000
1410,09 Aug 93, 24:00,22100
1411,10 Aug 93, 24:00,22000
1412,11 Aug 93, 24:00,21600
1413,12 Aug 93, 24:00,21400
1414,13 Aug 93, 24:00,20900
1415,14 Aug 93, 24:00,20500
1416,15 Aug 93, 24:00,20100
1417,16 Aug 93, 24:00,20500
1418,17 Aug 93, 24:00,20900
1419,18 Aug 93, 24:00,20600
1420,19 Aug 93, 24:00,20200
1421,20 Aug 93, 24:00,20500
1422,21 Aug 93, 24:00,20400
1423,22 Aug 93, 24:00,19900
1424,23 Aug 93, 24:00,19200
1425,24 Aug 93, 24:00,18500
1426,25 Aug 93, 24:00,18100
1427,26 Aug 93, 24:00,18600
1428,27 Aug 93, 24:00,18800
1429,28 Aug 93, 24:00,19100
1430,29 Aug 93, 24:00,19700
1431,30 Aug 93, 24:00,19500
1432,31 Aug 93, 24:00,19200
1433,01 Sep 93, 24:00,19200
1434,02 Sep 93, 24:00,18700
1435,03 Sep 93, 24:00,17600
1436,04 Sep 93, 24:00,17300
1437,05 Sep 93, 24:00,17000
1438,06 Sep 93, 24:00,17200
1439,07 Sep 93, 24:00,17300
1440,08 Sep 93, 24:00,16800
1441,09 Sep 93, 24:00,16200
1442,10 Sep 93, 24:00,16000
1443,11 Sep 93, 24:00,15700
1444,12 Sep 93, 24:00,15400
1445,13 Sep 93, 24:00,15100
1446,14 Sep 93, 24:00,15000
1447,15 Sep 93, 24:00,14800
1448,16 Sep 93, 24:00,14600
1449,17 Sep 93, 24:00,14600
1450,18 Sep 93, 24:00,14500
1451,19 Sep 93, 24:00,14400
1452,20 Sep 93, 24:00,13800
1453,21 Sep 93, 24:00,14600
1454,22 Sep 93, 24:00,14800
1455,23 Sep 93, 24:00,15300
1456,24 Sep 93, 24:00,15500
1457,25 Sep 93, 24:00,15700
1458,26 Sep 93, 24:00,15500
1459,27 Sep 93, 24:00,15600
1460,28 Sep 93, 24:00,15400
1461,29 Sep 93, 24:00,15200
1462,30 Sep 93, 24:00,16000
1463,01 Oct 93, 24:00,15500
1464,02 Oct 93, 24:00,14300
1465,03 Oct 93, 24:00,13500
1466,04 Oct 93, 24:00,13100
1467,05 Oct 93, 24:00,13300
1468,06 Oct 93, 24:00,13100
1469,07 Oct 93, 24:00,13300
1470,08 Oct 93, 24:00,13200
1471,09 Oct 93, 24:00,14200
1472,10 Oct 93, 24:00,15100
1473,11 Oct 93, 24:00,15600
1474,12 Oct 93, 24:00,15200
1475,13 Oct 93, 24:00,15500
1476,14 Oct 93, 24:00,16500
1477,15 Oct 93, 24:00,16100
1478,16 Oct 93, 24:00,16200
1479,17 Oct 93, 24:00,16200
1480,18 Oct 93, 24:00,16700
1481,19 Oct 93, 24:00,16900
1482,20 Oct 93, 24:00,14800
1483,21 Oct 93, 24:00,13100
1484,22 Oct 93, 24:00,12900
1485,23 Oct 93, 24:00,12500
1486,24 Oct 93, 24:00,11900
1487,25 Oct 93, 24:00,11400
1488,26 Oct 93, 24:00,11300
1489,27 Oct 93, 24:00,11400
1490,28 Oct 93, 24:00,11200
1491,29 Oct 93, 24:00,11400
1492,30 Oct 93, 24:00,11500
1493,31 Oct 93, 24:00,11500
1494,01 Nov 93, 24:00,11800
1495,02 Nov 93, 24:00,11500
1496,03 Nov 93, 24:00,11400
1497,04 Nov 93, 24:00,11400
1498,05 Nov 93, 24:00,11800
1499,06 Nov 93, 24:00,11800
1500,07 Nov 93, 24:00,12000
1501,08 Nov 93, 24:00,11800
1502,09 Nov 93, 24:00,11700
1503,10 Nov 93, 24:00,11600
1504,11 Nov 93, 24:00,11800
1505,12 Nov 93, 24:00,12000
1506,13 Nov 93, 24:00,12200
1507,14 Nov 93, 24:00,12400
1508,15 Nov 93, 24:00,11800
1509,16 Nov 93, 24:00,12200
1510,17 Nov 93, 24:00,12300
1511,18 Nov 93, 24:00,12600
1512,19 Nov 93, 24:00,12500
1513,20 Nov 93, 24:00,12300
1514,21 Nov 93, 24:00,12300
1515,22 Nov 93, 24:00,12200
1516,23 Nov 93, 24:00,12500
1517,24 Nov 93, 24:00,12100
1518,25 Nov 93, 24:00,12000
1519,26 Nov 93, 24:00,12000
1520,27 Nov 93, 24:00,12000
1521,28 Nov 93, 24:00,11800
1522,29 Nov 93, 24:00,12500
1523,30 Nov 93, 24:00,14500
1524,01 Dec 93, 24:00,14200
1525,02 Dec 93, 24:00,14200
1526,03 Dec 93, 24:00,14400
1527,04 Dec 93, 24:00,14200
1528,05 Dec 93, 24:00,14800
1529,06 Dec 93, 24:00,15700
1530,07 Dec 93, 24:00,16700
1531,08 Dec 93, 24:00,17900
1532,09 Dec 93, 24:00,21100
