2006-01-01,12055.7
2006-01-02,9780.3
2006-01-03,10715
2006-01-04,7839
2006-01-05,8984.8
2006-01-06,7065.2
2006-01-07,4626.3
2006-01-08,7821
2006-01-09,9390.3
2006-01-10,6595.8
2006-01-11,8022.6
2006-01-12,7160.5
2006-01-13,6774.6
2006-01-14,6678.7
2006-01-15,8072.25464814821
2006-01-16,6696.19540199529
2006-01-17,6321.49540199529
2006-01-18,5860.89540199529
2006-01-19,6625.69540199529
2006-01-20,5991.79540199529
2006-01-21,6784.69540199529
2006-01-22,7014.89540199529
2006-01-23,7352.79540199529
2006-01-24,6535.99540199529
2006-01-25,6285.79540199529
2006-01-26,5283.39540199529
2006-01-27,5103.09540199529
2006-01-28,5707.29540199529
2006-01-29,5836.49540199529
2006-01-30,5501.39540199529
2006-01-31,5366.29540199529
2006-02-01,5606.59540199529
2006-02-02,6322.49540199529
2006-02-03,7985.99540199529
2006-02-04,7609.39540199529
2006-02-05,7609.09540199529
2006-02-06,8261.69540199529
2006-02-07,7948.39540199529
2006-02-08,6798.99540199529
2006-02-09,10406.5505745937
2006-02-10,10400.1505745937
2006-02-11,10863.0505745937
2006-02-12,10856.1505745937
2006-02-13,10920.2505745937
2006-02-14,10271.6505745937
2006-02-15,10931.4505745937
2006-02-16,11703.3505745937
2006-02-17,13568.4505745937
2006-02-18,12452.8505745937
2006-02-19,12415.9505745937
2006-02-20,12352.4505745937
2006-02-21,12302.5505745937
2006-02-22,12395.0505745937
2006-02-23,12730.5505745937
2006-02-24,11867.0505745937
2006-02-25,12381.0505745937
2006-02-26,12329.4505745937
2006-02-27,12095.7505745937
2006-02-28,10185.7505745937
2006-03-01,7330.25057459372
2006-03-02,8935.95057459372
2006-03-03,9014.85057459372
2006-03-04,8182.95057459372
2006-03-05,10672.7505745937
2006-03-06,9995.55057459372
2006-03-07,8630.15057459372
2006-03-08,8811.25057459372
2006-03-09,8788.95057459372
2006-03-10,8409.05057459372
2006-03-11,8410.55057459372
2006-03-12,8366.95057459372
2006-03-13,8713.65057459372
2006-03-14,8517.45057459372
2006-03-15,8050.85057459372
2006-03-16,8102.25057459372
2006-03-17,7845.15057459372
2006-03-18,8696.05057459372
2006-03-19,8607.35057459372
2006-03-20,7688.25057459372
2006-03-21,9746.75057459372
2006-03-22,10000.9505745937
2006-03-23,7261.55057459372
2006-03-24,6189.65057459372
2006-03-25,5684.05057459372
2006-03-26,5639.95057459372
2006-03-27,5773.55057459372
2006-03-28,5693.65057459372
2006-03-29,6316.55057459372
2006-03-30,6388.85057459372
2006-03-31,5763.05057459372
2006-04-01,5610.25057459372
2006-04-02,5676.45057459372
2006-04-03,5103.25057459372
2006-04-04,4709.15057459372
2006-04-05,4372.25057459372
2006-04-06,3281.75057459372
2006-04-07,3282.25057459372
2006-04-08,4058.45057459372
2006-04-09,4716.25057459372
2006-04-10,4647.55057459372
2006-04-11,4608.75057459372
2006-04-12,4547.55057459372
2006-04-13,4446.15057459372
2006-04-14,4665.85057459372
2006-04-15,3317.75057459372
2006-04-16,1823.05057459372
2006-04-17,7048.45057459372
2006-04-18,4141.05057459372
2006-04-19,3893.15057459372
2006-04-20,4543.25057459372
2006-04-21,4457.45057459372
2006-04-22,7521.95057459372
2006-04-23,7730.05057459372
2006-04-24,8441.85057459372
2006-04-25,5906.15057459372
2006-04-26,6939.55057459372
2006-04-27,5924.25057459372
2006-04-28,5932.25057459372
2006-04-29,7315.15057459372
2006-04-30,7875.45057459372
2006-05-01,7860.95057459372
2006-05-02,7979.75057459372
2006-05-03,4477.45057459372
2006-05-04,3674.45057459372
2006-05-05,3439.75057459372
2006-05-06,3416.85057459372
2006-05-07,3415.35057459372
2006-05-08,3414.35057459372
2006-05-09,3359.55057459372
2006-05-10,3428.35057459372
2006-05-11,3108.55057459372
2006-05-12,3176.25057459372
2006-05-13,2897.05057459372
2006-05-14,2889.55057459372
2006-05-15,2885.15057459372
2006-05-16,5467.52446416255
2006-05-17,5967.12446416255
2006-05-18,5547.92446416255
2006-05-19,10452.9244641626
2006-05-20,11378.8180104905
2006-05-21,10385.2047802162
2006-05-22,10142.2957605441
2006-05-23,9598.79176965844
2006-05-24,10735.7677787625
2006-05-25,10455.6158910184
2006-05-26,10494.1240252886
2006-05-27,10907.0110351666
2006-05-28,10824.8111206228
2006-05-29,7028.60057791583
2006-05-30,6860.08159372767
2006-05-31,4747.97233743225
2006-06-01,5355.49356652289
2006-06-02,4197.37378398018
2006-06-03,5163.97647896445
2006-06-04,8929.0751019667
2006-06-05,7811.53807935964
2006-06-06,7909.40443840607
2006-06-07,8924.31039325589
2006-06-08,7692.15971498807
2006-06-09,7339.15680218999
2006-06-10,7963.75083410975
2006-06-11,7427.21080211845
2006-06-12,7477.62768983415
2006-06-13,7342.41366568581
2006-06-14,7566.59974382687
2006-06-15,7601.5328504583
2006-06-16,7379.67285223158
2006-06-17,7496.88984297353
2006-06-18,8734.06181778397
2006-06-19,8066.9477211493
2006-06-20,7089.66912422902
2006-06-21,5965.24892455183
2006-06-22,5618.11211315231
2006-06-23,10008.9121131523
2006-06-24,10873.2121131523
2006-06-25,11158.3121131523
2006-06-26,11133.4121131523
2006-06-27,10039.5121131523
2006-06-28,10397.3121131523
2006-06-29,11095.2121131523
2006-06-30,7177.91211315231
2006-07-01,7345.21211315231
2006-07-02,13669.4121131523
2006-07-03,13208.2121131523
2006-07-04,12179.4121131523
2006-07-05,11973.3121131523
2006-07-06,11509.5121131523
2006-07-07,11441.8121131523
2006-07-08,11893.5121131523
