2006-01-01,72840
2006-01-02,75378
2006-01-03,63548
2006-01-04,83072
2006-01-05,86861
2006-01-06,85559
2006-01-07,83698
2006-01-08,81165
2006-01-09,76179
2006-01-10,74760
2006-01-11,74999
2006-01-12,76434
2006-01-13,77434
2006-01-14,74544
2006-01-15,71655.5632629356
2006-01-16,70417.5632629356
2006-01-17,68661.5632629356
2006-01-18,68056.5632629356
2006-01-19,67996.5632629356
2006-01-20,67693.5632629356
2006-01-21,66737.5632629356
2006-01-22,65269.5632629356
2006-01-23,64135.5632629356
2006-01-24,62086.5632629356
2006-01-25,60141.5632629356
2006-01-26,56743.5632629356
2006-01-27,53322.5632629356
2006-01-28,49637.5632629356
2006-01-29,46233.5632629356
2006-01-30,44192.5632629356
2006-01-31,43919.5632629356
2006-02-01,44666.5632629356
2006-02-02,46927.6252666475
2006-02-03,51595.6252666475
2006-02-04,55455.6252666475
2006-02-05,59272.6252666475
2006-02-06,63485.6252666475
2006-02-07,68792.6092458915
2006-02-08,70823.6092458915
2006-02-09,71131.6092458915
2006-02-10,71129.9969747922
2006-02-11,70572.9969747922
2006-02-12,70212.9969747922
2006-02-13,69346.0419322892
2006-02-14,63243.0419322892
2006-02-15,56810.0419322892
2006-02-16,51733.0419322892
2006-02-17,47359.0419322892
2006-02-18,43314.0419322892
2006-02-19,40978.0419322892
2006-02-20,38292.0419322892
2006-02-21,36092.0419322892
2006-02-22,33892.0419322892
2006-02-23,32157.0419322892
2006-02-24,30866.0419322892
2006-02-25,29465.0419322892
2006-02-26,30042.0419322892
2006-02-27,32193.0419322892
2006-02-28,33149.0419322892
2006-03-01,33976.0419322892
2006-03-02,41392.0419322892
2006-03-03,57288.0419322892
2006-03-04,68893.0419322892
2006-03-05,70052.0419322892
2006-03-06,69469.0419322892
2006-03-07,67635.0419322892
2006-03-08,69582.0419322892
2006-03-09,70023.0419322892
2006-03-10,70692.0419322892
2006-03-11,71192.0419322892
2006-03-12,70092.0419322892
2006-03-13,68492.0419322892
2006-03-14,67192.0419322892
2006-03-15,67692.0419322892
2006-03-16,68192.0419322892
2006-03-17,67905.0419322892
2006-03-18,67833.0419322892
2006-03-19,66490.0419322892
2006-03-20,65998.0419322892
2006-03-21,65498.0419322892
2006-03-22,66790.0419322892
2006-03-23,67105.0419322892
2006-03-24,66151.0419322892
2006-03-25,65570.0419322892
2006-03-26,68731.8240922104
2006-03-27,69263.8240922104
2006-03-28,71227.8240922104
2006-03-29,72259.8240922104
2006-03-30,71493.8240922104
2006-03-31,71850.8240922104
2006-04-01,71951.8240922104
2006-04-02,72695.8240922104
2006-04-03,75310.8240922104
2006-04-04,76483.8240922104
2006-04-05,78063.8240922104
2006-04-06,88795.8240922104
2006-04-07,94961.8240922104
2006-04-08,94065.8240922104
2006-04-09,90041.8240922104
2006-04-10,87246.8240922104
2006-04-11,86171.8240922104
2006-04-12,84171.8240922104
2006-04-13,82340.8240922104
2006-04-14,82231.8240922104
2006-04-15,81091.8240922104
2006-04-16,82193.8240922104
2006-04-17,83139.8240922104
2006-04-18,84171.8240922104
2006-04-19,84671.8240922104
2006-04-20,83171.8240922104
2006-04-21,80927.8240922104
